x,y,type,walkable,biome,blockId,description
1,10,building,false,industrial,36,"A cozy bakery with the smell of fresh bread."
2,10,sidewalk,true,industrial,36,"Sidewalk outside a bustling cafe."
0,11,sidewalk,true,industrial,36,"You are on a busy sidewalk in front of a shop."
1,11,sidewalk,true,industrial,36,"Sidewalk with a bike rack and a bench."
2,11,sidewalk,true,industrial,36,"You are on a busy sidewalk in front of a shop."
3,9,sidewalk,true,waterfront,37,"You are on a busy sidewalk in front of a shop."
4,9,sidewalk,true,waterfront,37,"Sidewalk with a newspaper stand."
5,9,sidewalk,true,waterfront,37,"You are on a busy sidewalk in front of a shop."
3,10,sidewalk,true,waterfront,37,"Sidewalk with a bike rack and a bench."
4,10,building,false,waterfront,37,"A quiet office space with large windows."
5,10,sidewalk,true,waterfront,37,"Sidewalk outside a bustling cafe."
3,11,sidewalk,true,waterfront,37,"You are on a busy sidewalk in front of a shop."
4,11,sidewalk,true,waterfront,37,"Sidewalk with a newspaper stand."
5,11,sidewalk,true,waterfront,37,"Sidewalk with a newspaper stand."
6,9,sidewalk,true,mixed-use,38,"Sidewalk with a newspaper stand."
7,9,sidewalk,true,mixed-use,38,"Sidewalk with a newspaper stand."
8,9,sidewalk,true,mixed-use,38,"You are on a busy sidewalk in front of a shop."
6,10,sidewalk,true,mixed-use,38,"Sidewalk with a bike rack and a bench."
7,10,building,false,mixed-use,38,"You are inside a bustling apartment building."
8,10,sidewalk,true,mixed-use,38,"Sidewalk with a bike rack and a bench."
6,11,sidewalk,true,mixed-use,38,"A quiet sidewalk lined with trees."
7,11,sidewalk,true,mixed-use,38,"Sidewalk with a newspaper stand."
8,11,sidewalk,true,mixed-use,38,"You are on a busy sidewalk in front of a shop."
9,9,sidewalk,true,civic,39,"Sidewalk with a bike rack and a bench."
10,9,sidewalk,true,civic,39,"A quiet sidewalk lined with trees."
11,9,sidewalk,true,civic,39,"Sidewalk with a bike rack and a bench."
9,10,sidewalk,true,civic,39,"Sidewalk outside a bustling cafe."
10,10,building,false,civic,39,"A lively coffee shop with people chatting."
11,10,sidewalk,true,civic,39,"Sidewalk with a newspaper stand."
9,11,sidewalk,true,civic,39,"Sidewalk with a newspaper stand."
10,11,sidewalk,true,civic,39,"A quiet sidewalk lined with trees."
11,11,sidewalk,true,civic,39,"Sidewalk with a bike rack and a bench."
12,9,sidewalk,true,residential,40,"Sidewalk outside a bustling cafe."
13,9,sidewalk,true,residential,40,"You are on a busy sidewalk in front of a shop."
14,9,sidewalk,true,residential,40,"A quiet sidewalk lined with trees."
12,10,sidewalk,true,residential,40,"Sidewalk outside a bustling cafe."
13,10,building,false,residential,40,"A quiet office space with large windows."
14,10,sidewalk,true,residential,40,"You are on a busy sidewalk in front of a shop."
12,11,sidewalk,true,residential,40,"A quiet sidewalk lined with trees."
13,11,sidewalk,true,residential,40,"You are on a busy sidewalk in front of a shop."
14,11,sidewalk,true,residential,40,"Sidewalk with a newspaper stand."
15,9,sidewalk,true,commercial,41,"Sidewalk with a newspaper stand."
16,9,sidewalk,true,commercial,41,"Sidewalk with a bike rack and a bench."
17,9,sidewalk,true,commercial,41,"Sidewalk with a newspaper stand."
15,10,sidewalk,true,commercial,41,"Sidewalk with a newspaper stand."
16,10,building,false,commercial,41,"A small grocery store packed with goods."
17,10,sidewalk,true,commercial,41,"Sidewalk outside a bustling cafe."
15,11,sidewalk,true,commercial,41,"Sidewalk with a bike rack and a bench."
16,11,sidewalk,true,commercial,41,"A quiet sidewalk lined with trees."
17,11,sidewalk,true,commercial,41,"Sidewalk outside a bustling cafe."
18,9,sidewalk,true,park,42,"Sidewalk outside a bustling cafe."
19,9,sidewalk,true,park,42,"A quiet sidewalk lined with trees."
20,9,sidewalk,true,park,42,"You are on a busy sidewalk in front of a shop."
18,10,sidewalk,true,park,42,"Sidewalk with a newspaper stand."
19,10,building,false,park,42,"A cozy bakery with the smell of fresh bread."
20,10,sidewalk,true,park,42,"You are on a busy sidewalk in front of a shop."
18,11,sidewalk,true,park,42,"You are on a busy sidewalk in front of a shop."
19,11,sidewalk,true,park,42,"Sidewalk outside a bustling cafe."
20,11,sidewalk,true,park,42,"Sidewalk with a bike rack and a bench."
21,9,sidewalk,true,downtown,43,"A quiet sidewalk lined with trees."
22,9,sidewalk,true,downtown,43,"Sidewalk outside a bustling cafe."
23,9,sidewalk,true,downtown,43,"You are on a busy sidewalk in front of a shop."
21,10,sidewalk,true,downtown,43,"Sidewalk outside a bustling cafe."
22,10,building,false,downtown,43,"A small grocery store packed with goods."
23,10,sidewalk,true,downtown,43,"Sidewalk with a newspaper stand."
21,11,sidewalk,true,downtown,43,"A quiet sidewalk lined with trees."
22,11,sidewalk,true,downtown,43,"A quiet sidewalk lined with trees."
23,11,sidewalk,true,downtown,43,"Sidewalk outside a bustling cafe."
24,9,sidewalk,true,industrial,44,"A quiet sidewalk lined with trees."
25,9,sidewalk,true,industrial,44,"A quiet sidewalk lined with trees."
26,9,sidewalk,true,industrial,44,"A quiet sidewalk lined with trees."
24,10,sidewalk,true,industrial,44,"A quiet sidewalk lined with trees."
25,10,building,false,industrial,44,"You are inside a bustling apartment building."
26,10,sidewalk,true,industrial,44,"A quiet sidewalk lined with trees."
24,11,sidewalk,true,industrial,44,"You are on a busy sidewalk in front of a shop."
25,11,sidewalk,true,industrial,44,"Sidewalk with a bike rack and a bench."
26,11,sidewalk,true,industrial,44,"Sidewalk with a newspaper stand."
27,9,sidewalk,true,waterfront,45,"You are on a busy sidewalk in front of a shop."
28,9,sidewalk,true,waterfront,45,"Sidewalk outside a bustling cafe."
29,9,sidewalk,true,waterfront,45,"Sidewalk outside a bustling cafe."
27,10,sidewalk,true,waterfront,45,"You are on a busy sidewalk in front of a shop."
28,10,building,false,waterfront,45,"A quiet office space with large windows."
29,10,sidewalk,true,waterfront,45,"Sidewalk with a newspaper stand."
27,11,sidewalk,true,waterfront,45,"You are on a busy sidewalk in front of a shop."
28,11,sidewalk,true,waterfront,45,"Sidewalk with a newspaper stand."
29,11,sidewalk,true,waterfront,45,"A quiet sidewalk lined with trees."
30,9,sidewalk,true,mixed-use,46,"You are on a busy sidewalk in front of a shop."
31,9,sidewalk,true,mixed-use,46,"You are on a busy sidewalk in front of a shop."
32,9,sidewalk,true,mixed-use,46,"Sidewalk with a bike rack and a bench."
30,10,sidewalk,true,mixed-use,46,"Sidewalk outside a bustling cafe."
31,10,building,false,mixed-use,46,"You are inside a bustling apartment building."
32,10,sidewalk,true,mixed-use,46,"Sidewalk with a bike rack and a bench."
30,11,sidewalk,true,mixed-use,46,"A quiet sidewalk lined with trees."
31,11,sidewalk,true,mixed-use,46,"Sidewalk outside a bustling cafe."
32,11,sidewalk,true,mixed-use,46,"Sidewalk outside a bustling cafe."
33,9,sidewalk,true,civic,47,"A quiet sidewalk lined with trees."
34,9,sidewalk,true,civic,47,"Sidewalk outside a bustling cafe."
35,9,sidewalk,true,civic,47,"Sidewalk outside a bustling cafe."
33,10,sidewalk,true,civic,47,"You are on a busy sidewalk in front of a shop."
34,10,building,false,civic,47,"You are inside a bustling apartment building."
35,10,sidewalk,true,civic,47,"Sidewalk with a newspaper stand."
33,11,sidewalk,true,civic,47,"A quiet sidewalk lined with trees."
34,11,sidewalk,true,civic,47,"Sidewalk with a newspaper stand."
35,11,sidewalk,true,civic,47,"A quiet sidewalk lined with trees."
0,12,sidewalk,true,residential,48,"Sidewalk outside a bustling cafe."
1,12,sidewalk,true,residential,48,"A quiet sidewalk lined with trees."
2,12,sidewalk,true,residential,48,"You are on a busy sidewalk in front of a shop."
0,13,sidewalk,true,residential,48,"Sidewalk with a bike rack and a bench."
1,13,building,false,residential,48,"A cozy bakery with the smell of fresh bread."
2,13,sidewalk,true,residential,48,"Sidewalk with a newspaper stand."
0,14,sidewalk,true,residential,48,"Sidewalk with a newspaper stand."
1,14,sidewalk,true,residential,48,"Sidewalk with a newspaper stand."
2,14,sidewalk,true,residential,48,"Sidewalk with a newspaper stand."
3,12,sidewalk,true,commercial,49,"You are on a busy sidewalk in front of a shop."
4,12,sidewalk,true,commercial,49,"Sidewalk with a bike rack and a bench."
5,12,sidewalk,true,commercial,49,"Sidewalk with a newspaper stand."
3,13,sidewalk,true,commercial,49,"You are on a busy sidewalk in front of a shop."
4,13,building,false,commercial,49,"A lively coffee shop with people chatting."
5,13,sidewalk,true,commercial,49,"Sidewalk outside a bustling cafe."
3,14,sidewalk,true,commercial,49,"Sidewalk with a newspaper stand."
4,14,sidewalk,true,commercial,49,"Sidewalk outside a bustling cafe."
5,14,sidewalk,true,commercial,49,"A quiet sidewalk lined with trees."
6,12,sidewalk,true,park,50,"Sidewalk with a newspaper stand."
7,12,sidewalk,true,park,50,"Sidewalk with a newspaper stand."
8,12,sidewalk,true,park,50,"Sidewalk with a bike rack and a bench."
6,13,sidewalk,true,park,50,"A quiet sidewalk lined with trees."
7,13,building,false,park,50,"A cozy bakery with the smell of fresh bread."
8,13,sidewalk,true,park,50,"Sidewalk with a newspaper stand."
6,14,sidewalk,true,park,50,"Sidewalk with a bike rack and a bench."
7,14,sidewalk,true,park,50,"A quiet sidewalk lined with trees."
8,14,sidewalk,true,park,50,"You are on a busy sidewalk in front of a shop."
9,12,sidewalk,true,downtown,51,"A quiet sidewalk lined with trees."
10,12,sidewalk,true,downtown,51,"Sidewalk with a bike rack and a bench."
11,12,sidewalk,true,downtown,51,"Sidewalk with a newspaper stand."
9,13,sidewalk,true,downtown,51,"Sidewalk with a bike rack and a bench."
10,13,building,false,downtown,51,"A quiet office space with large windows."
11,13,sidewalk,true,downtown,51,"Sidewalk with a newspaper stand."
9,14,sidewalk,true,downtown,51,"Sidewalk with a bike rack and a bench."
10,14,sidewalk,true,downtown,51,"Sidewalk with a bike rack and a bench."
11,14,sidewalk,true,downtown,51,"Sidewalk outside a bustling cafe."
12,12,sidewalk,true,industrial,52,"You are on a busy sidewalk in front of a shop."
13,12,sidewalk,true,industrial,52,"You are on a busy sidewalk in front of a shop."
14,12,sidewalk,true,industrial,52,"You are on a busy sidewalk in front of a shop."
12,13,sidewalk,true,industrial,52,"Sidewalk outside a bustling cafe."
13,13,building,false,industrial,52,"A small grocery store packed with goods."
14,13,sidewalk,true,industrial,52,"Sidewalk with a bike rack and a bench."
12,14,sidewalk,true,industrial,52,"You are on a busy sidewalk in front of a shop."
13,14,sidewalk,true,industrial,52,"Sidewalk with a bike rack and a bench."
14,14,sidewalk,true,industrial,52,"Sidewalk with a newspaper stand."
15,12,sidewalk,true,waterfront,53,"You are on a busy sidewalk in front of a shop."
16,12,sidewalk,true,waterfront,53,"Sidewalk with a bike rack and a bench."
17,12,sidewalk,true,waterfront,53,"Sidewalk outside a bustling cafe."
15,13,sidewalk,true,waterfront,53,"Sidewalk outside a bustling cafe."
16,13,building,false,waterfront,53,"A quiet office space with large windows."
17,13,sidewalk,true,waterfront,53,"A quiet sidewalk lined with trees."
15,14,sidewalk,true,waterfront,53,"Sidewalk outside a bustling cafe."
16,14,sidewalk,true,waterfront,53,"Sidewalk with a bike rack and a bench."
17,14,sidewalk,true,waterfront,53,"A quiet sidewalk lined with trees."
18,12,sidewalk,true,mixed-use,54,"Sidewalk with a newspaper stand."
19,12,sidewalk,true,mixed-use,54,"Sidewalk outside a bustling cafe."
20,12,sidewalk,true,mixed-use,54,"You are on a busy sidewalk in front of a shop."
18,13,sidewalk,true,mixed-use,54,"A quiet sidewalk lined with trees."
19,13,building,false,mixed-use,54,"A cozy bakery with the smell of fresh bread."
20,13,sidewalk,true,mixed-use,54,"You are on a busy sidewalk in front of a shop."
18,14,sidewalk,true,mixed-use,54,"Sidewalk outside a bustling cafe."
19,14,sidewalk,true,mixed-use,54,"A quiet sidewalk lined with trees."
20,14,sidewalk,true,mixed-use,54,"Sidewalk with a bike rack and a bench."
21,12,sidewalk,true,civic,55,"Sidewalk with a newspaper stand."
22,12,sidewalk,true,civic,55,"Sidewalk with a newspaper stand."
23,12,sidewalk,true,civic,55,"Sidewalk with a bike rack and a bench."
21,13,sidewalk,true,civic,55,"A quiet sidewalk lined with trees."
22,13,building,false,civic,55,"A quiet office space with large windows."
23,13,sidewalk,true,civic,55,"Sidewalk with a bike rack and a bench."
21,14,sidewalk,true,civic,55,"Sidewalk with a bike rack and a bench."
22,14,sidewalk,true,civic,55,"A quiet sidewalk lined with trees."
23,14,sidewalk,true,civic,55,"You are on a busy sidewalk in front of a shop."
24,12,sidewalk,true,residential,56,"Sidewalk with a bike rack and a bench."
25,12,sidewalk,true,residential,56,"A quiet sidewalk lined with trees."
26,12,sidewalk,true,residential,56,"Sidewalk with a newspaper stand."
24,13,sidewalk,true,residential,56,"You are on a busy sidewalk in front of a shop."
25,13,building,false,residential,56,"A quiet office space with large windows."
26,13,sidewalk,true,residential,56,"You are on a busy sidewalk in front of a shop."
24,14,sidewalk,true,residential,56,"Sidewalk with a bike rack and a bench."
25,14,sidewalk,true,residential,56,"A quiet sidewalk lined with trees."
26,14,sidewalk,true,residential,56,"Sidewalk with a bike rack and a bench."
27,12,sidewalk,true,commercial,57,"You are on a busy sidewalk in front of a shop."
28,12,sidewalk,true,commercial,57,"A quiet sidewalk lined with trees."
29,12,sidewalk,true,commercial,57,"Sidewalk with a bike rack and a bench."
27,13,sidewalk,true,commercial,57,"Sidewalk outside a bustling cafe."
28,13,building,false,commercial,57,"A small grocery store packed with goods."
29,13,sidewalk,true,commercial,57,"Sidewalk outside a bustling cafe."
27,14,sidewalk,true,commercial,57,"Sidewalk outside a bustling cafe."
28,14,sidewalk,true,commercial,57,"A quiet sidewalk lined with trees."
29,14,sidewalk,true,commercial,57,"You are on a busy sidewalk in front of a shop."
30,12,sidewalk,true,park,58,"Sidewalk with a bike rack and a bench."
31,12,sidewalk,true,park,58,"Sidewalk with a bike rack and a bench."
32,12,sidewalk,true,park,58,"Sidewalk outside a bustling cafe."
30,13,sidewalk,true,park,58,"Sidewalk with a newspaper stand."
31,13,building,false,park,58,"A lively coffee shop with people chatting."
32,13,sidewalk,true,park,58,"Sidewalk with a bike rack and a bench."
30,14,sidewalk,true,park,58,"You are on a busy sidewalk in front of a shop."
31,14,sidewalk,true,park,58,"Sidewalk with a bike rack and a bench."
32,14,sidewalk,true,park,58,"Sidewalk with a newspaper stand."
33,12,sidewalk,true,downtown,59,"Sidewalk with a newspaper stand."
34,12,sidewalk,true,downtown,59,"Sidewalk with a bike rack and a bench."
35,12,sidewalk,true,downtown,59,"A quiet sidewalk lined with trees."
33,13,sidewalk,true,downtown,59,"A quiet sidewalk lined with trees."
34,13,building,false,downtown,59,"A quiet office space with large windows."
35,13,sidewalk,true,downtown,59,"You are on a busy sidewalk in front of a shop."
33,14,sidewalk,true,downtown,59,"Sidewalk with a bike rack and a bench."
34,14,sidewalk,true,downtown,59,"Sidewalk with a bike rack and a bench."
35,14,sidewalk,true,downtown,59,"Sidewalk with a newspaper stand."
0,15,sidewalk,true,industrial,60,"Sidewalk with a bike rack and a bench."
1,15,sidewalk,true,industrial,60,"Sidewalk with a newspaper stand."
2,15,sidewalk,true,industrial,60,"Sidewalk outside a bustling cafe."
0,16,sidewalk,true,industrial,60,"Sidewalk outside a bustling cafe."
1,16,building,false,industrial,60,"A quiet office space with large windows."
2,16,sidewalk,true,industrial,60,"You are on a busy sidewalk in front of a shop."
0,17,sidewalk,true,industrial,60,"You are on a busy sidewalk in front of a shop."
1,17,sidewalk,true,industrial,60,"You are on a busy sidewalk in front of a shop."
2,17,sidewalk,true,industrial,60,"Sidewalk with a newspaper stand."
3,15,sidewalk,true,waterfront,61,"Sidewalk with a newspaper stand."
4,15,sidewalk,true,waterfront,61,"Sidewalk with a bike rack and a bench."
5,15,sidewalk,true,waterfront,61,"A quiet sidewalk lined with trees."
3,16,sidewalk,true,waterfront,61,"A quiet sidewalk lined with trees."
4,16,building,false,waterfront,61,"A quiet office space with large windows."
5,16,sidewalk,true,waterfront,61,"Sidewalk outside a bustling cafe."
3,17,sidewalk,true,waterfront,61,"A quiet sidewalk lined with trees."
4,17,sidewalk,true,waterfront,61,"Sidewalk with a newspaper stand."
5,17,sidewalk,true,waterfront,61,"Sidewalk with a newspaper stand."
6,15,sidewalk,true,mixed-use,62,"Sidewalk with a bike rack and a bench."
7,15,sidewalk,true,mixed-use,62,"Sidewalk with a newspaper stand."
8,15,sidewalk,true,mixed-use,62,"Sidewalk with a bike rack and a bench."
6,16,sidewalk,true,mixed-use,62,"Sidewalk outside a bustling cafe."
7,16,building,false,mixed-use,62,"A quiet office space with large windows."
8,16,sidewalk,true,mixed-use,62,"A quiet sidewalk lined with trees."
6,17,sidewalk,true,mixed-use,62,"A quiet sidewalk lined with trees."
7,17,sidewalk,true,mixed-use,62,"A quiet sidewalk lined with trees."
8,17,sidewalk,true,mixed-use,62,"Sidewalk outside a bustling cafe."
9,15,sidewalk,true,civic,63,"You are on a busy sidewalk in front of a shop."
10,15,sidewalk,true,civic,63,"Sidewalk outside a bustling cafe."
11,15,sidewalk,true,civic,63,"Sidewalk with a bike rack and a bench."
9,16,sidewalk,true,civic,63,"Sidewalk with a newspaper stand."
10,16,building,false,civic,63,"A small grocery store packed with goods."
11,16,sidewalk,true,civic,63,"Sidewalk outside a bustling cafe."
9,17,sidewalk,true,civic,63,"Sidewalk outside a bustling cafe."
10,17,sidewalk,true,civic,63,"Sidewalk with a newspaper stand."
11,17,sidewalk,true,civic,63,"You are on a busy sidewalk in front of a shop."
12,15,sidewalk,true,residential,64,"Sidewalk with a newspaper stand."
13,15,sidewalk,true,residential,64,"Sidewalk outside a bustling cafe."
14,15,sidewalk,true,residential,64,"Sidewalk outside a bustling cafe."
12,16,sidewalk,true,residential,64,"Sidewalk with a newspaper stand."
13,16,building,false,residential,64,"You are inside a bustling apartment building."
14,16,sidewalk,true,residential,64,"Sidewalk with a newspaper stand."
12,17,sidewalk,true,residential,64,"You are on a busy sidewalk in front of a shop."
13,17,sidewalk,true,residential,64,"Sidewalk with a newspaper stand."
14,17,sidewalk,true,residential,64,"You are on a busy sidewalk in front of a shop."
15,15,sidewalk,true,commercial,65,"Sidewalk with a newspaper stand."
16,15,sidewalk,true,commercial,65,"Sidewalk outside a bustling cafe."
17,15,sidewalk,true,commercial,65,"Sidewalk outside a bustling cafe."
15,16,sidewalk,true,commercial,65,"Sidewalk outside a bustling cafe."
16,16,building,false,commercial,65,"A small grocery store packed with goods."
17,16,sidewalk,true,commercial,65,"Sidewalk with a newspaper stand."
15,17,sidewalk,true,commercial,65,"A quiet sidewalk lined with trees."
16,17,sidewalk,true,commercial,65,"A quiet sidewalk lined with trees."
17,17,sidewalk,true,commercial,65,"Sidewalk with a newspaper stand."
18,15,sidewalk,true,park,66,"You are on a busy sidewalk in front of a shop."
19,15,sidewalk,true,park,66,"You are on a busy sidewalk in front of a shop."
20,15,sidewalk,true,park,66,"You are on a busy sidewalk in front of a shop."
18,16,sidewalk,true,park,66,"Sidewalk outside a bustling cafe."
19,16,building,false,park,66,"A small grocery store packed with goods."
20,16,sidewalk,true,park,66,"Sidewalk with a newspaper stand."
18,17,sidewalk,true,park,66,"You are on a busy sidewalk in front of a shop."
19,17,sidewalk,true,park,66,"You are on a busy sidewalk in front of a shop."
20,17,sidewalk,true,park,66,"Sidewalk outside a bustling cafe."
21,15,sidewalk,true,downtown,67,"Sidewalk with a bike rack and a bench."
22,15,sidewalk,true,downtown,67,"You are on a busy sidewalk in front of a shop."
23,15,sidewalk,true,downtown,67,"Sidewalk with a newspaper stand."
21,16,sidewalk,true,downtown,67,"You are on a busy sidewalk in front of a shop."
22,16,building,false,downtown,67,"A cozy bakery with the smell of fresh bread."
23,16,sidewalk,true,downtown,67,"A quiet sidewalk lined with trees."
21,17,sidewalk,true,downtown,67,"Sidewalk outside a bustling cafe."
22,17,sidewalk,true,downtown,67,"Sidewalk with a newspaper stand."
23,17,sidewalk,true,downtown,67,"A quiet sidewalk lined with trees."
24,15,sidewalk,true,industrial,68,"Sidewalk with a newspaper stand."
25,15,sidewalk,true,industrial,68,"Sidewalk outside a bustling cafe."
26,15,sidewalk,true,industrial,68,"A quiet sidewalk lined with trees."
24,16,sidewalk,true,industrial,68,"Sidewalk with a newspaper stand."
25,16,building,false,industrial,68,"A cozy bakery with the smell of fresh bread."
26,16,sidewalk,true,industrial,68,"Sidewalk outside a bustling cafe."
24,17,sidewalk,true,industrial,68,"You are on a busy sidewalk in front of a shop."
25,17,sidewalk,true,industrial,68,"Sidewalk outside a bustling cafe."
26,17,sidewalk,true,industrial,68,"Sidewalk with a newspaper stand."
27,15,sidewalk,true,waterfront,69,"You are on a busy sidewalk in front of a shop."
28,15,sidewalk,true,waterfront,69,"A quiet sidewalk lined with trees."
29,15,sidewalk,true,waterfront,69,"You are on a busy sidewalk in front of a shop."
27,16,sidewalk,true,waterfront,69,"You are on a busy sidewalk in front of a shop."
28,16,building,false,waterfront,69,"A quiet office space with large windows."
29,16,sidewalk,true,waterfront,69,"A quiet sidewalk lined with trees."
27,17,sidewalk,true,waterfront,69,"A quiet sidewalk lined with trees."
28,17,sidewalk,true,waterfront,69,"Sidewalk with a bike rack and a bench."
29,17,sidewalk,true,waterfront,69,"You are on a busy sidewalk in front of a shop."
30,15,sidewalk,true,mixed-use,70,"Sidewalk outside a bustling cafe."
31,15,sidewalk,true,mixed-use,70,"Sidewalk with a newspaper stand."
32,15,sidewalk,true,mixed-use,70,"Sidewalk with a bike rack and a bench."
30,16,sidewalk,true,mixed-use,70,"You are on a busy sidewalk in front of a shop."
31,16,building,false,mixed-use,70,"You are inside a bustling apartment building."
32,16,sidewalk,true,mixed-use,70,"Sidewalk with a newspaper stand."
30,17,sidewalk,true,mixed-use,70,"You are on a busy sidewalk in front of a shop."
31,17,sidewalk,true,mixed-use,70,"Sidewalk outside a bustling cafe."
32,17,sidewalk,true,mixed-use,70,"Sidewalk with a newspaper stand."
33,15,sidewalk,true,civic,71,"Sidewalk with a bike rack and a bench."
34,15,sidewalk,true,civic,71,"A quiet sidewalk lined with trees."
35,15,sidewalk,true,civic,71,"Sidewalk with a newspaper stand."
33,16,sidewalk,true,civic,71,"Sidewalk outside a bustling cafe."
34,16,building,false,civic,71,"A small grocery store packed with goods."
35,16,sidewalk,true,civic,71,"You are on a busy sidewalk in front of a shop."
33,17,sidewalk,true,civic,71,"Sidewalk with a newspaper stand."
34,17,sidewalk,true,civic,71,"You are on a busy sidewalk in front of a shop."
35,17,sidewalk,true,civic,71,"A quiet sidewalk lined with trees."
0,18,sidewalk,true,residential,72,"Sidewalk outside a bustling cafe."
1,18,sidewalk,true,residential,72,"A quiet sidewalk lined with trees."
2,18,sidewalk,true,residential,72,"Sidewalk with a newspaper stand."
0,19,sidewalk,true,residential,72,"Sidewalk with a newspaper stand."
